date,open,high,low,close,volume
2022-07-11,3.7100,3.7100,3.6600,3.6900,1170784
2022-07-08,3.7000,3.7499,3.6900,3.7300,1066793
2022-07-07,3.6600,3.7050,3.6500,3.7000,969338
2022-07-06,3.6500,3.6600,3.6000,3.6500,1628901
2022-07-05,3.6000,3.6600,3.5850,3.6600,1428975
2022-07-01,3.5700,3.6500,3.5700,3.6500,1052335
2022-06-30,3.5600,3.5900,3.5200,3.5800,1447037
2022-06-29,3.6300,3.6300,3.5700,3.5900,1016701
2022-06-28,3.7200,3.7200,3.6600,3.6700,1573947
2022-06-27,3.7600,3.7600,3.7000,3.7000,1425035
2022-06-24,3.7000,3.7500,3.6800,3.7500,845939
2022-06-23,3.7200,3.7300,3.6450,3.6800,2044321
2022-06-22,3.6900,3.7050,3.6500,3.6900,2286457
2022-06-21,3.6700,3.7300,3.6500,3.7300,2448200
2022-06-17,3.6200,3.6550,3.5750,3.6300,985522
2022-06-16,3.6200,3.6650,3.5900,3.6500,837673
2022-06-15,3.6100,3.6750,3.5900,3.6500,1338507
2022-06-14,3.5600,3.6200,3.5600,3.6000,2019331
2022-06-13,3.5700,3.6000,3.5600,3.5800,1216053
2022-06-10,3.6200,3.6300,3.5550,3.6100,1493052
2022-06-09,3.7100,3.7200,3.6450,3.6700,849343
2022-06-08,3.7900,3.7900,3.7100,3.7300,882872
2022-06-07,3.8100,3.8500,3.7900,3.8400,795828
2022-06-06,3.8600,3.8700,3.8000,3.8200,479091
2022-06-03,3.8500,3.8800,3.8200,3.8600,576549
2022-06-02,3.9200,3.9800,3.9100,3.9800,529086
2022-06-01,3.9300,3.9500,3.8750,3.9000,583767
2022-05-31,3.9500,3.9600,3.8900,3.9100,790683
2022-05-27,3.9500,3.9600,3.9300,3.9500,571168
2022-05-26,3.8700,3.9450,3.8500,3.9200,1074467
2022-05-25,3.8200,3.8600,3.8100,3.8500,650650
2022-05-24,3.8300,3.8500,3.7900,3.8500,1140986
2022-05-23,3.8300,3.8650,3.8100,3.8500,1082293
2022-05-20,3.7600,3.7900,3.7450,3.7800,835960
2022-05-19,3.6500,3.7400,3.6500,3.7300,1123406
2022-05-18,3.7000,3.7000,3.6300,3.6500,1263149
2022-05-17,3.7100,3.7100,3.6700,3.7000,1308016
2022-05-16,3.6900,3.7100,3.6500,3.6800,1008324
2022-05-13,3.6500,3.7400,3.6400,3.7200,1109561
2022-05-12,3.6000,3.6375,3.5700,3.6100,1066005
2022-05-11,3.6300,3.6500,3.5800,3.5900,1170640
2022-05-10,3.6800,3.7250,3.6200,3.6700,2321553
2022-05-09,3.7100,3.7300,3.6600,3.6600,1190101
2022-05-06,3.7700,3.7700,3.7200,3.7600,1317155
2022-05-05,3.8700,3.8900,3.7700,3.7800,1712459
2022-05-04,3.8400,3.9200,3.8150,3.9200,1262813
2022-05-03,3.7900,3.8600,3.7800,3.8500,1222255
2022-05-02,3.7900,3.8250,3.7500,3.7800,1260476
2022-04-29,3.8400,3.8800,3.7800,3.7800,1093451
2022-04-28,3.8100,3.8600,3.7700,3.8300,1853798
2022-04-27,3.7100,3.7400,3.6750,3.7100,1573728
2022-04-26,3.9600,3.9600,3.7200,3.7500,2128502
2022-04-25,3.9000,3.9350,3.8800,3.9200,1392698
2022-04-22,3.9600,3.9800,3.9000,3.9100,1904585
2022-04-21,4.0100,4.0400,3.9150,3.9400,1139560
2022-04-20,3.9700,4.0200,3.9650,3.9700,1240234
2022-04-19,3.9600,3.9800,3.9100,3.9300,1914227
2022-04-18,3.9400,3.9700,3.9300,3.9300,1367414
2022-04-14,3.9400,3.9800,3.9100,3.9100,1037484
2022-04-13,4.0000,4.0000,3.8750,3.9300,2048114
2022-04-12,4.0500,4.1100,4.0000,4.0200,2005255
2022-04-11,4.0800,4.1150,4.0300,4.0300,2440918
2022-04-08,4.0700,4.1350,4.0700,4.0700,2057153
2022-04-07,4.0800,4.1050,4.0500,4.0900,1750541
2022-04-06,4.1400,4.1400,4.0600,4.0900,1033691
2022-04-05,4.2500,4.2542,4.1600,4.1900,1501922
2022-04-04,4.2800,4.3000,4.2350,4.2800,1173287
2022-04-01,4.2500,4.2700,4.2100,4.2600,1055453
2022-03-31,4.3100,4.3100,4.2200,4.2200,749797
2022-03-30,4.4700,4.4750,4.3700,4.3800,345855
2022-03-29,4.5300,4.5400,4.4500,4.5000,621784
2022-03-28,4.4400,4.4500,4.3900,4.4500,430266
2022-03-25,4.5000,4.5300,4.4900,4.5100,424814
2022-03-24,4.4800,4.5050,4.4300,4.5000,863159
2022-03-23,4.4600,4.5200,4.4350,4.4900,968661
2022-03-22,4.4800,4.5300,4.4600,4.4600,877183
2022-03-21,4.4300,4.4500,4.4000,4.4200,1118908
2022-03-18,4.4000,4.4406,4.3850,4.4400,1788346
2022-03-17,4.4200,4.4600,4.4000,4.4500,939181
2022-03-16,4.3600,4.4250,4.3550,4.4000,1266773
2022-03-15,4.2600,4.3269,4.2600,4.3200,908052
2022-03-14,4.2400,4.2786,4.2200,4.2300,988315
2022-03-11,4.2300,4.2400,4.1500,4.1500,1185412
2022-03-10,4.2100,4.2400,4.1800,4.2000,1484423
2022-03-09,4.1900,4.2500,4.1700,4.2200,2051287
2022-03-08,4.1900,4.2100,4.0900,4.1300,2305806
2022-03-07,4.2700,4.2800,4.1950,4.2100,1105184
2022-03-04,4.3700,4.4000,4.3450,4.3800,911332
2022-03-03,4.4800,4.5000,4.4200,4.4500,695712
2022-03-02,4.4500,4.5000,4.4300,4.4800,668333
2022-03-01,4.5400,4.5700,4.3850,4.4000,1427910
2022-02-28,4.5600,4.6100,4.5350,4.5800,862392
2022-02-25,4.5800,4.6350,4.5700,4.6200,1091320
2022-02-24,4.5500,4.5700,4.4800,4.5600,1495130
2022-02-23,4.7100,4.7250,4.6300,4.6400,630388
2022-02-22,4.6700,4.7200,4.6500,4.6800,722134
2022-02-18,4.7100,4.7200,4.6600,4.7000,2131565
2022-02-17,4.7600,4.7800,4.7000,4.7100,1654098
2022-02-16,4.7600,4.8000,4.7500,4.8000,870971
2022-02-15,4.7500,4.8000,4.7400,4.7700,761496
2022-02-14,4.6900,4.7700,4.6900,4.7500,1092781
2022-02-11,4.7800,4.7900,4.6700,4.6800,1262243
2022-02-10,4.7600,4.8000,4.7250,4.7800,1079184
2022-02-09,4.8000,4.8200,4.7800,4.8100,1044025
2022-02-08,4.8000,4.8700,4.8000,4.8700,879023
2022-02-07,4.7400,4.7800,4.7050,4.7500,1534126
2022-02-04,4.6800,4.7400,4.6800,4.7200,1381756
2022-02-03,4.7100,4.7350,4.6631,4.6700,1694598
2022-02-02,4.6500,4.7600,4.6400,4.7600,1210982
2022-02-01,4.3800,4.5500,4.3800,4.5500,1111775
2022-01-31,4.3400,4.4400,4.3400,4.4400,980318
2022-01-28,4.4000,4.4000,4.3350,4.4000,1070362
2022-01-27,4.4500,4.4800,4.3900,4.4100,981671
2022-01-26,4.5100,4.5100,4.4000,4.4200,1007082
2022-01-25,4.4200,4.5300,4.3800,4.5200,1953347
2022-01-24,4.4200,4.4700,4.3750,4.4500,1007175
2022-01-21,4.4600,4.5400,4.4600,4.5000,1338127
2022-01-20,4.4700,4.5000,4.4100,4.4200,835816
2022-01-19,4.5100,4.5300,4.4300,4.4400,627961
2022-01-18,4.6400,4.6400,4.5600,4.5800,864453
2022-01-14,4.7200,4.7300,4.6800,4.6900,559413
2022-01-13,4.7000,4.7500,4.6800,4.7000,1052806
2022-01-12,4.6500,4.6900,4.6350,4.6800,480210
2022-01-11,4.5700,4.6600,4.5700,4.6500,793075
2022-01-10,4.5300,4.5600,4.5000,4.5400,1330951
2022-01-07,4.5200,4.5600,4.5025,4.5500,690034
2022-01-06,4.5200,4.5500,4.4900,4.5300,607914
2022-01-05,4.4900,4.5700,4.4700,4.5200,635969
2022-01-04,4.4500,4.5100,4.4300,4.5000,1447485
2022-01-03,4.3250,4.4300,4.3250,4.4300,1149188
2021-12-31,4.3300,4.3600,4.3200,4.3300,716199
2021-12-30,4.3300,4.3700,4.3300,4.3300,503793
2021-12-29,4.4100,4.4100,4.3400,4.3700,290925
2021-12-28,4.3700,4.3800,4.3400,4.3700,522629
2021-12-27,4.3800,4.4100,4.3700,4.3800,1054610
2021-12-23,4.3900,4.4300,4.3790,4.4300,594953
2021-12-22,4.3500,4.4300,4.3500,4.4300,607452
2021-12-21,4.3500,4.4550,4.3500,4.4000,1267197
2021-12-20,4.3800,4.3800,4.2600,4.3400,823626
2021-12-17,4.5200,4.5600,4.5050,4.5300,1360324
2021-12-16,4.5400,4.5500,4.5100,4.5500,973392
2021-12-15,4.4800,4.5400,4.4600,4.5300,959185
2021-12-14,4.3700,4.4400,4.3700,4.4300,1238697
2021-12-13,4.4400,4.4500,4.3850,4.4100,857221
2021-12-10,4.4600,4.4800,4.4250,4.4800,850275
2021-12-09,4.4400,4.4600,4.4100,4.4300,781245
2021-12-08,4.4200,4.4300,4.3800,4.4200,627831
2021-12-07,4.4000,4.4500,4.3800,4.4500,1466800
2021-12-06,4.2900,4.3400,4.2800,4.3400,933804
2021-12-03,4.3000,4.3000,4.2200,4.2500,977687
2021-12-02,4.1400,4.2700,4.1400,4.2700,1217206
2021-12-01,4.2300,4.2300,4.1326,4.1500,1515005
2021-11-30,4.1500,4.1800,4.1000,4.1700,2333953
2021-11-29,4.2100,4.2100,4.1300,4.1500,1490394
2021-11-26,4.2300,4.2400,4.1700,4.2200,1212248
2021-11-24,4.2900,4.3200,4.2502,4.2600,1199099
2021-11-23,4.2900,4.3400,4.2797,4.3300,1195718
2021-11-22,4.2700,4.3200,4.2650,4.2900,977168
2021-11-19,4.2400,4.2600,4.2100,4.2500,1337191
2021-11-18,4.2700,4.3000,4.2400,4.3000,1230981
2021-11-17,4.3100,4.3200,4.2300,4.2500,1816450
2021-11-16,4.4000,4.4300,4.3600,4.3800,1689264
2021-11-15,4.4100,4.4400,4.3800,4.4200,1263932
2021-11-12,4.3800,4.4100,4.3600,4.3800,1804991
2021-11-11,4.3800,4.4000,4.3600,4.3900,2151962
2021-11-10,4.4100,4.4300,4.3800,4.4000,1354681
2021-11-09,4.5000,4.5000,4.4000,4.4100,1329733
2021-11-08,4.4600,4.5100,4.4600,4.5100,882339
2021-11-05,4.4900,4.5300,4.4800,4.4900,750818
2021-11-04,4.4900,4.5000,4.4400,4.4900,759886
2021-11-03,4.4200,4.4500,4.3800,4.4500,698529
2021-11-02,4.4800,4.4900,4.4000,4.4000,611948
2021-11-01,4.5900,4.6200,4.4500,4.4800,997263
2021-10-29,4.6900,4.6900,4.4600,4.6100,1113175
2021-10-28,4.8200,4.8900,4.8200,4.8900,453132
2021-10-27,4.8300,4.8300,4.7700,4.7800,270603
2021-10-26,4.8400,4.8500,4.8100,4.8100,338728
2021-10-25,4.8400,4.9000,4.8100,4.8100,235924
2021-10-22,4.8900,4.8900,4.8200,4.8400,296728
2021-10-21,4.8700,4.9200,4.8600,4.8900,510888
2021-10-20,4.9400,4.9500,4.9200,4.9400,279490
2021-10-19,4.8600,4.8800,4.8200,4.8800,324139
2021-10-18,4.8900,4.8900,4.8500,4.8500,238244
2021-10-15,4.8600,4.9100,4.8600,4.9000,315700
2021-10-14,4.8600,4.8600,4.7500,4.8200,390502
2021-10-13,4.8500,4.8600,4.8100,4.8200,344380
2021-10-12,4.9000,4.9100,4.8500,4.8600,185794
2021-10-11,4.9400,4.9583,4.8800,4.8800,210297
2021-10-08,4.9600,4.9600,4.8700,4.8900,201122
2021-10-07,4.9600,4.9900,4.9200,4.9500,222267
2021-10-06,4.9000,4.9600,4.8700,4.9500,336337
2021-10-05,4.8800,4.9600,4.8600,4.9400,371636
2021-10-04,4.9100,4.9400,4.8050,4.8300,615179
2021-10-01,4.9500,4.9600,4.8900,4.9500,345414
2021-09-30,5.0300,5.0300,4.9200,4.9400,444808
2021-09-29,5.0900,5.0900,5.0150,5.0800,253373
2021-09-28,5.2500,5.2800,5.1300,5.1400,421998
2021-09-27,5.1800,5.2550,5.1739,5.2400,292741
2021-09-24,5.1200,5.1500,5.1200,5.1400,176592
2021-09-23,5.1200,5.1500,5.1100,5.1300,192346
2021-09-22,5.0400,5.1600,4.9100,5.1300,385324
2021-09-21,5.0300,5.0500,5.0200,5.0400,187570
2021-09-20,5.0700,5.0700,4.9700,5.0300,310712
2021-09-17,5.1500,5.1800,5.1000,5.1300,249123
2021-09-16,5.1800,5.1800,5.1450,5.1800,192962
2021-09-15,5.2100,5.2100,5.1600,5.2100,298736
2021-09-14,5.2400,5.2600,5.2000,5.2400,375865
2021-09-13,5.2150,5.2450,5.2100,5.2400,217824
2021-09-10,5.2100,5.2300,5.1900,5.2100,255023
2021-09-09,5.1600,5.1900,5.1500,5.1800,123601
2021-09-08,5.1900,5.2000,5.1500,5.1500,301338
2021-09-07,5.1700,5.2100,5.1527,5.1900,266416
2021-09-03,5.0500,5.1300,5.0100,5.1300,614281
2021-09-02,4.8800,4.8900,4.8300,4.8300,501461
2021-09-01,4.8600,4.9000,4.8500,4.8900,270807
2021-08-31,4.8000,4.8100,4.7700,4.7800,396698
2021-08-30,4.8400,4.8400,4.8000,4.8100,304581
2021-08-27,4.7800,4.8400,4.7800,4.8300,202645
2021-08-26,4.8200,4.8200,4.7600,4.7800,300266
2021-08-25,4.8000,4.8400,4.8000,4.8300,201458
2021-08-24,4.7700,4.8200,4.7700,4.8000,312051
2021-08-23,4.7500,4.7600,4.7300,4.7600,306084
2021-08-20,4.6900,4.7500,4.6500,4.7400,452960
2021-08-19,4.7900,4.7900,4.6600,4.6900,1135561
2021-08-18,4.8900,4.9500,4.8600,4.8600,453360
2021-08-17,4.9400,4.9400,4.8859,4.9400,373573
2021-08-16,5.0100,5.0100,4.9400,4.9800,210846
2021-08-13,5.0200,5.0200,5.0000,5.0100,217822
2021-08-12,4.9800,5.0300,4.9800,5.0100,452619
2021-08-11,4.9300,4.9300,4.8800,4.9200,640764
2021-08-10,4.8800,4.9100,4.8400,4.9100,1128396
2021-08-09,4.9600,4.9700,4.8900,4.9300,863304
2021-08-06,4.9300,4.9599,4.9100,4.9500,413692
2021-08-05,4.8600,4.8800,4.8400,4.8700,187182
2021-08-04,4.8700,4.8950,4.8200,4.8200,252208
2021-08-03,4.9000,4.9000,4.8200,4.9000,528591
2021-08-02,4.9500,4.9800,4.9000,4.9000,308455
2021-07-30,5.0600,5.1000,4.9500,4.9800,287375
2021-07-29,5.0700,5.0900,5.0500,5.0600,334667
2021-07-28,5.0200,5.1100,5.0200,5.0900,301826
2021-07-27,5.0250,5.0400,4.9900,5.0300,331070
2021-07-26,4.9550,5.0200,4.9550,5.0000,297030
2021-07-23,5.0200,5.0800,5.0200,5.0200,254648
2021-07-22,5.0400,5.0700,5.0000,5.0000,454202
2021-07-21,4.9800,5.0700,4.9800,5.0600,301136
2021-07-20,4.9400,5.0100,4.9200,5.0000,370206
2021-07-19,4.9500,4.9500,4.8900,4.9300,881099
2021-07-16,4.9700,4.9950,4.9400,4.9500,430230
2021-07-15,4.9800,4.9800,4.9200,4.9300,526689
2021-07-14,5.0300,5.0400,5.0000,5.0000,219783
2021-07-13,5.0700,5.0795,5.0100,5.0200,391748
2021-07-12,5.0200,5.0200,4.9900,5.0000,278267
2021-07-09,4.9300,5.0800,4.9300,5.0500,812498
2021-07-08,4.8700,4.8900,4.8500,4.8800,505809
2021-07-07,4.9700,4.9800,4.9101,4.9500,412457
2021-07-06,5.0700,5.0800,4.9300,4.9900,860186
2021-07-02,5.1000,5.1300,5.0900,5.1200,374062
2021-07-01,5.1400,5.1400,5.0701,5.1300,462108
2021-06-30,5.1400,5.1500,5.0800,5.0900,367131
2021-06-29,5.1800,5.2200,5.1500,5.1900,402699
2021-06-28,5.2600,5.2800,5.1850,5.1900,568479
2021-06-25,5.2200,5.2300,5.1800,5.2100,330338
2021-06-24,5.1900,5.2500,5.1600,5.1800,767991
2021-06-23,5.1500,5.1700,5.1100,5.1100,419999
2021-06-22,5.1900,5.2200,5.1500,5.1500,334269
2021-06-21,5.1600,5.2000,5.1200,5.1700,360171
2021-06-18,5.2000,5.2000,5.1100,5.1200,391277
2021-06-17,5.3300,5.3500,5.2700,5.2700,496883
2021-06-16,5.3600,5.3600,5.2900,5.3300,508180
2021-06-15,5.4100,5.4100,5.3700,5.3700,240941
2021-06-14,5.4800,5.4800,5.4100,5.4400,367290
2021-06-11,5.4000,5.4300,5.4000,5.4300,139932
2021-06-10,5.4600,5.4700,5.4200,5.4200,145835
2021-06-09,5.4900,5.4900,5.4000,5.4100,270352
2021-06-08,5.5600,5.5600,5.5000,5.5200,136037
2021-06-07,5.5600,5.5800,5.5450,5.5700,209614
2021-06-04,5.6000,5.6000,5.5200,5.5400,438863
2021-06-03,5.5400,5.5800,5.5200,5.5700,449541
2021-06-02,5.5100,5.5900,5.5100,5.5800,884388
2021-06-01,5.5300,5.5500,5.4900,5.4900,593001
2021-05-28,5.5600,5.5700,5.5200,5.5500,244781
2021-05-27,5.6000,5.6300,5.5600,5.6000,368174
2021-05-26,5.6000,5.6100,5.5700,5.6000,494934
2021-05-25,5.6000,5.6500,5.6000,5.6200,335916
2021-05-24,5.5600,5.5700,5.5300,5.5600,214872
2021-05-21,5.5200,5.5300,5.4800,5.5200,191009
2021-05-20,5.4300,5.5500,5.4300,5.5300,594153
2021-05-19,5.3800,5.4300,5.3573,5.4200,351345
2021-05-18,5.3700,5.4500,5.3700,5.3700,346013
2021-05-17,5.3500,5.3766,5.3300,5.3500,283044
2021-05-14,5.3100,5.3700,5.3000,5.3700,265571
2021-05-13,5.1700,5.3250,5.1700,5.3200,618721
2021-05-12,5.2600,5.2600,5.1350,5.1400,527497
2021-05-11,5.2900,5.3000,5.2430,5.2800,424597
2021-05-10,5.3200,5.3900,5.3200,5.3300,262222
2021-05-07,5.3200,5.3200,5.2600,5.3000,527705
2021-05-06,5.4500,5.4500,5.3850,5.4400,378295
2021-05-05,5.4100,5.5200,5.4100,5.4700,776900
2021-05-04,5.3800,5.4300,5.3650,5.4300,332880
2021-05-03,5.4600,5.4800,5.4200,5.4400,321194
2021-04-30,5.4800,5.4800,5.4000,5.4400,420159
2021-04-29,5.5400,5.5700,5.4900,5.5400,544241
2021-04-28,5.3900,5.4700,5.3786,5.4700,376900
2021-04-27,5.4600,5.4600,5.3300,5.3900,511843
2021-04-26,5.3400,5.3700,5.3300,5.3500,351710
2021-04-23,5.3000,5.4200,5.3000,5.4100,470254
2021-04-22,5.3000,5.3400,5.2700,5.2900,593078
2021-04-21,5.2000,5.2900,5.2000,5.2800,593052
2021-04-20,5.2800,5.2900,5.2100,5.2500,1570119
2021-04-19,5.3500,5.3600,5.2700,5.3300,2802092
2021-04-16,5.3800,5.4100,5.3600,5.3900,489818
2021-04-15,5.3700,5.3900,5.3300,5.3800,474374
2021-04-14,5.3000,5.3201,5.2800,5.3000,621282
2021-04-13,5.3700,5.3700,5.3200,5.3600,330636
2021-04-12,5.3900,5.3900,5.3300,5.3400,414092
2021-04-09,5.3900,5.4200,5.3600,5.4100,477249
2021-04-08,5.3300,5.3400,5.3000,5.3000,837187
2021-04-07,5.3900,5.3900,5.3300,5.3700,708076
2021-04-06,5.4400,5.4800,5.4100,5.4100,800638
2021-04-05,5.4900,5.4900,5.4300,5.4600,1152771
2021-04-01,5.3700,5.3900,5.3200,5.3600,1404120
2021-03-31,5.3700,5.4000,5.3200,5.3600,2273496
2021-03-30,5.5800,5.6200,5.5300,5.5500,2273812
2021-03-29,5.7200,5.7900,5.6400,5.6800,3481729
2021-03-26,6.6500,6.7200,6.6100,6.6100,618661
2021-03-25,6.4900,6.6250,6.4650,6.6100,333480
2021-03-24,6.4300,6.4400,6.3900,6.4000,253724
2021-03-23,6.5100,6.5400,6.4500,6.4700,254616
2021-03-22,6.4700,6.5300,6.4700,6.5000,330059
2021-03-19,6.4300,6.4700,6.3900,6.4600,395279
2021-03-18,6.3100,6.4300,6.3050,6.3800,384686
2021-03-17,6.1100,6.1800,6.1000,6.1700,321928
2021-03-16,6.2400,6.2400,6.1700,6.2100,225637
2021-03-15,6.2300,6.3300,6.1850,6.2600,519522
2021-03-12,6.2100,6.2300,6.1850,6.2300,239439
2021-03-11,6.2100,6.2400,6.1601,6.2200,242897
2021-03-10,6.3400,6.3600,6.3100,6.3600,317257
2021-03-09,6.3100,6.3300,6.2700,6.3000,209405
2021-03-08,6.1800,6.2600,6.1800,6.2000,301705
2021-03-05,6.0400,6.0500,5.9411,6.0500,204268
2021-03-04,6.0700,6.0800,5.9200,6.0100,457561
2021-03-03,5.9800,6.0800,5.9800,6.0500,330209
2021-03-02,5.9600,5.9700,5.9200,5.9500,87809
2021-03-01,5.9700,5.9900,5.9400,5.9800,124361
2021-02-26,5.9700,5.9700,5.8500,5.8800,161824
2021-02-25,6.0300,6.0300,5.8900,5.9300,319424
2021-02-24,6.0200,6.0810,6.0101,6.0700,194631
2021-02-23,6.0300,6.1000,5.9650,6.0800,356824
2021-02-22,6.0000,6.1300,6.0000,6.0800,295657
2021-02-19,5.9600,5.9800,5.9400,5.9500,185759
2021-02-18,5.9700,6.0000,5.9300,6.0000,387287
2021-02-17,6.2000,6.2200,6.1600,6.2000,181558
2021-02-16,6.2300,6.2800,6.1900,6.2000,533186
2021-02-12,6.1700,6.3100,6.1700,6.2500,1014047
2021-02-11,6.1500,6.1700,6.0950,6.1300,421323
2021-02-10,6.1500,6.1700,6.0600,6.1300,463279
2021-02-09,6.0000,6.1250,6.0000,6.1000,823785
2021-02-08,5.7400,5.9300,5.7400,5.9000,2144110
2021-02-05,5.6700,5.6900,5.6400,5.6700,242651
2021-02-04,5.6500,5.6800,5.6100,5.6400,183711
2021-02-03,5.5300,5.7500,5.5200,5.7500,318012
2021-02-02,5.2700,5.3300,5.2500,5.3300,199636
2021-02-01,5.2800,5.3400,5.2700,5.3400,231823
2021-01-29,5.3800,5.4100,5.3153,5.3600,283091
2021-01-28,5.2800,5.3689,5.2800,5.3400,376503
2021-01-27,5.3800,5.3800,5.2800,5.3000,244580
2021-01-26,5.4600,5.4600,5.4200,5.4600,168689
2021-01-25,5.4600,5.4700,5.4000,5.4500,217669
2021-01-22,5.5000,5.5100,5.4400,5.4700,190764
2021-01-21,5.6000,5.6100,5.5000,5.5500,200769
2021-01-20,5.5400,5.5700,5.5100,5.5700,230466
2021-01-19,5.6300,5.6300,5.5600,5.6000,841971
2021-01-15,5.7300,5.7500,5.6800,5.7100,222988
2021-01-14,5.7300,5.8200,5.7300,5.8000,202398
2021-01-13,5.6400,5.6600,5.6213,5.6500,242572
2021-01-12,5.6500,5.6900,5.6200,5.6800,432959
2021-01-11,5.8000,5.8453,5.8000,5.8200,210257
2021-01-08,5.8200,5.8300,5.7600,5.8200,220998
2021-01-07,5.6800,5.7257,5.6500,5.7200,245965
2021-01-06,5.6200,5.6800,5.5721,5.6600,131679
2021-01-05,5.4200,5.5200,5.4000,5.5100,167422
2021-01-04,5.3000,5.3100,5.2200,5.2200,192634
2020-12-31,5.3300,5.3400,5.3032,5.3300,83573
2020-12-30,5.2900,5.3400,5.2900,5.3000,91990
2020-12-29,5.2400,5.2500,5.2200,5.2400,164721
2020-12-28,5.2300,5.2400,5.2000,5.2100,64799
2020-12-24,5.2200,5.2300,5.2100,5.2200,41044
2020-12-23,5.1400,5.1900,5.1175,5.1900,68803
2020-12-22,5.1300,5.1300,5.0800,5.1100,104985
2020-12-21,5.0900,5.1300,5.0400,5.1300,143522
2020-12-18,5.2000,5.2000,5.1650,5.1700,120270
2020-12-17,5.2200,5.2300,5.2100,5.2200,54142
2020-12-16,5.2200,5.2400,5.2100,5.2200,98793
2020-12-15,5.2100,5.2300,5.1800,5.2200,142433
2020-12-14,5.2500,5.2800,5.2200,5.2300,151462
2020-12-11,5.3000,5.3100,5.2500,5.2900,95006
2020-12-10,5.2600,5.3000,5.2502,5.3000,88373
2020-12-09,5.2500,5.2500,5.1900,5.2200,115249
2020-12-08,5.3000,5.3100,5.2600,5.2900,136200
2020-12-07,5.3200,5.3389,5.2800,5.3100,173012
2020-12-04,5.4200,5.4550,5.4100,5.4500,152852
2020-12-03,5.3800,5.4200,5.3300,5.3900,150585
2020-12-02,5.3600,5.4100,5.3500,5.4100,89756
2020-12-01,5.2500,5.3200,5.2400,5.3100,161829
2020-11-30,5.1100,5.1300,5.0100,5.0100,146724
2020-11-27,5.1900,5.1900,5.1400,5.1600,77677
2020-11-25,5.1400,5.1600,5.1300,5.1500,81096
2020-11-24,5.1000,5.1600,5.1000,5.1400,150057
2020-11-23,5.0100,5.0300,4.9700,5.0000,277019
2020-11-20,4.9500,4.9700,4.9300,4.9600,79678
2020-11-19,4.9300,4.9600,4.9100,4.9600,85346
2020-11-18,5.0400,5.0800,4.9900,4.9900,108960
2020-11-17,5.0300,5.1200,5.0300,5.1000,128340
2020-11-16,4.9900,5.0021,4.9648,4.9800,103895
2020-11-13,4.8500,4.9250,4.8300,4.9000,105441
2020-11-12,4.9400,4.9600,4.9000,4.9000,191831
2020-11-11,5.1300,5.1600,5.1150,5.1200,139496
2020-11-10,5.0400,5.1400,5.0300,5.1200,208975
2020-11-09,5.0300,5.0700,4.9400,4.9400,322164
2020-11-06,4.8200,4.8500,4.8000,4.8200,85806
2020-11-05,4.7500,4.8000,4.7500,4.7600,100803
2020-11-04,4.7100,4.7600,4.6900,4.7000,166533
